header,label,dataset_fold_1,dataset_fold_2,dataset_fold_3,dataset_fold_4,dataset_fold_5
A8FKN8,0,test,test,test,test,test
B2S793|Q57BM8|Q2YRK5,0,test,test,test,test,test
B5R270|A9N5B4|B5EZH6,0,test,test,test,test,test
A6UVR4,0,test,test,test,test,test
A7NHA9,0,test,test,test,test,test
Q50167,0,test,test,test,test,test
Q8PK25,0,test,test,test,test,test
Q5M2S7,0,test,test,test,test,test
B8GA45,0,test,test,test,test,test
B8F634,0,test,test,test,test,test
Q9UX20,0,test,test,test,test,test
Q0SNH5,0,test,test,test,test,test
Q9NY65,0,test,test,test,test,test
P22099,0,test,test,test,test,test
Q42569,0,test,test,test,test,test
C3NGV1,0,test,test,test,test,test
A1B0I7,0,test,test,test,test,test
B1HPR6,0,test,test,test,test,test
Q21F95,0,test,test,test,test,test
B9LAF4,0,test,test,test,test,test
P00344,0,test,test,test,test,test
Q97L52,0,test,test,test,test,test
B9IJ21,0,test,test,test,test,test
O84331,0,test,test,test,test,test
A8ZYA5,0,test,test,test,test,test
Q9X0Y2,0,test,test,test,test,test
A3QE30,0,test,test,test,test,test
B2K3N1|Q1CMU5|Q66ER9|A9R003|Q1C0I8|A4TQE9|Q8ZIL6,0,test,test,test,test,test
B1XLR5,0,test,test,test,test,test
A8YY02,0,test,test,test,test,test
B6EM44,0,test,test,test,test,test
Q0DV32,0,test,test,test,test,test
B8G943,0,test,test,test,test,test
A8F8Z5,0,test,test,test,test,test
Q1R1J7,0,test,test,test,test,test
B9JXY6,0,test,test,test,test,test
Q1R092,0,test,test,test,test,test
B5FIR8|B5RET7|C0PZN4|B4T750|B4TJR3|Q57JC9|B5R0L2|A9N833,0,test,test,test,test,test
Q6GEG1,0,test,test,test,test,test
Q2W485,0,test,test,test,test,test
Q5Z0Z5,0,test,test,test,test,test
Q5E8E5|B5FFY1,0,test,test,test,test,test
Q8RED8,0,test,test,test,test,test
A0A0E4AET8,0,test,test,test,test,test
Q83JS0,0,test,test,test,test,test
Q9ZDF6,0,test,test,test,test,test
Q9UTM8,0,test,test,test,test,test
Q120N9,0,test,test,test,test,test
Q3YWN4|A7ZSR4|Q31VP5|B7M1U1|B7L4R5|B6I2U7,0,test,test,test,test,test
Q9KRL3,0,test,test,test,test,test
A9IWA8,0,test,test,test,test,test
B8CQP2,0,test,test,test,test,test
Q65CJ7,0,test,test,test,test,test
B8EIS2,0,test,test,test,test,test
B5XTK8,0,test,test,test,test,test
A9MYN8,0,test,test,test,test,test
P20351,0,test,test,test,test,test
P44303,0,test,test,test,test,test
Q3ILA2,0,test,test,test,test,test
P57393,0,test,test,test,test,test
P0CT14|L7IBL2,0,test,test,test,test,test
Q8NHQ9,0,test,test,test,test,test
E0CTF3,0,test,test,test,test,test
B6EN80,0,test,test,test,test,test
Q7NQ51,0,test,test,test,test,test
A7ZEC2,0,test,test,test,test,test
A5D2U3,0,test,test,test,test,test
A6LIS9,0,test,test,test,test,test
Q4UAQ0,0,test,test,test,test,test
Q3K9Y2,0,test,test,test,test,test
A0A0H2ZHV3,0,test,test,test,test,test
Q1GXE6,0,test,test,test,test,test
Q87WJ7,0,test,test,test,test,test
Q83JW9|Q0T1R0,0,test,test,test,test,test
Q87KQ7,0,test,test,test,test,test
Q6N6F8,0,test,test,test,test,test
C6BXG1,0,test,test,test,test,test
A2XCN6,0,test,test,test,test,test
Q2RGL2,0,test,test,test,test,test
A2VDC2,0,test,test,test,test,test
B9JBT6,0,test,test,test,test,test
A7GQZ8,0,test,test,test,test,test
B3R5F6,0,test,test,test,test,test
P97014,0,test,test,test,test,test
A6ZRM0,0,test,test,test,test,test
Q8NFF5,0,test,test,test,test,test
P54570,0,test,test,test,test,test
Q43827,0,test,test,test,test,test
C5BHQ4,0,test,test,test,test,test
Q9V1S2,0,test,test,test,test,test
B3DRM6,0,test,test,test,test,test
Q89WM2,0,test,test,test,test,test
P58460,0,test,test,test,test,test
Q46XJ2,0,test,test,test,test,test
B2A4R9,0,test,test,test,test,test
Q1QRS7,0,test,test,test,test,test
B1IM03,0,test,test,test,test,test
B4REE0,0,test,test,test,test,test
B1J153,0,test,test,test,test,test
Q4KFA6,0,test,test,test,test,test
Q8P610|Q4UY06|B0RPG8,0,test,test,test,test,test
Q05991,0,test,test,test,test,test
A5FWR6,0,test,test,test,test,test
A5U2F4|P9WFR7|P9WFR6|A1QRH1,0,test,test,test,test,test
F4ZCI3,0,test,test,test,test,test
A9M820,0,test,test,test,test,test
A1SE17,0,test,test,test,test,test
B2TPX4,0,test,test,test,test,test
B2AND4,0,test,test,test,test,test
Q88DJ4,0,test,test,test,test,test
Q39A44,0,test,test,test,test,test
W6Q2D7,0,test,test,test,test,test
Q2SMA7,0,test,test,test,test,test
Q8STP2,0,test,test,test,test,test
B0UV33,0,test,test,test,test,test
Q9LBW5,0,test,test,test,test,test
Q1BYY1|A0K4S0,0,test,test,test,test,test
B4SK42,0,test,test,test,test,test
Q2NFU1,0,test,test,test,test,test
B1X6M8|C4ZWH3|P03960,0,test,test,test,test,test
Q8YCQ2,0,test,test,test,test,test
A2TBU2,0,test,test,test,test,test
B8I799,0,test,test,test,test,test
Q9VYX7,0,test,test,test,test,test
Q711G1,0,test,test,test,test,test
P20388,0,test,test,test,test,test
Q2S1Z2,0,test,test,test,test,test
Q5QVP9,0,test,test,test,test,test
Q81T23,0,test,test,test,test,test
B1YA32,0,test,test,test,test,test
Q1LT82,0,test,test,test,test,test
A0LWS4,0,test,test,test,test,test
A1D699,0,test,test,test,test,test
Q9YEJ9,0,test,test,test,test,test
C3N2M3,0,test,test,test,test,test
A6TC90,0,test,test,test,test,test
Q21YW0,0,test,test,test,test,test
Q6C0L2,0,test,test,test,test,test
Q03QF3,0,test,test,test,test,test
P28343,0,test,test,test,test,test
Q2W4T2,0,test,test,test,test,test
S0EGZ9,0,test,test,test,test,test
P40566,0,test,test,test,test,test
E0WN94,0,test,test,test,test,test
Q8YV89,0,test,test,test,test,test
Q9ZIE4,0,test,test,test,test,test
Q6KI92,0,test,test,test,test,test
Q53138,0,test,test,test,test,test
C0M7A5,0,test,test,test,test,test
B1JUU6,0,test,test,test,test,test
A1VGB6,0,test,test,test,test,test
Q2SYI5,0,test,test,test,test,test
Q05769,0,test,test,test,test,test
Q5FPG9,0,test,test,test,test,test
Q3I410,0,test,test,test,test,test
B6IYP5,0,test,test,test,test,test
D2NGI9,0,test,test,test,test,test
Q7A3W1,0,test,test,test,test,test
Q12IP4,0,test,test,test,test,test
B2KCJ9,0,test,test,test,test,test
A0KRU9|Q0HNL3|Q8E942|Q0HQ78,0,test,test,test,test,test
Q2KCP0,0,test,test,test,test,test
P48282,0,test,test,test,test,test
Q9ZPF5,0,test,test,test,test,test
Q6NYL5,0,test,test,test,test,test
Q32QL6,0,test,test,test,test,test
O50965,0,test,test,test,test,test
O50164|B7J1U9,0,test,test,test,test,test
Q2IV51,0,test,test,test,test,test
Q02XW0,0,test,test,test,test,test
Q27638,0,test,test,test,test,test
Q3ZZH1,0,test,test,test,test,test
A8FCY2,0,test,test,test,test,test
Q5ZXD1,0,test,test,test,test,test
P20581,0,test,test,test,test,test
Q6D2F2,0,test,test,test,test,test
B4TCD7,0,test,test,test,test,test
Q3A137,0,test,test,test,test,test
B4RQ36,0,test,test,test,test,test
Q8X9L2|B5YS65,0,test,test,test,test,test
Q6GKT7,0,test,test,test,test,test
A2SCK0,0,test,test,test,test,test
Q8FN87,0,test,test,test,test,test
Q8XZZ5,0,test,test,test,test,test
B3GXJ0,0,test,test,test,test,test
B4T0Z5,0,test,test,test,test,test
P48319,0,test,test,test,test,test
O04058,0,test,test,test,test,test
Q5UY62,0,test,test,test,test,test
P17532,0,test,test,test,test,test
Q3B151,0,test,test,test,test,test
A1U6M5,0,test,test,test,test,test
Q5HMV4,0,test,test,test,test,test
Q9JRN5,0,test,test,test,test,test
Q007T5|P62330|P62332|P62331,0,test,test,test,test,test
P54904,0,test,test,test,test,test
Q8TB40,0,test,test,test,test,test
Q1QM99,0,test,test,test,test,test
A0K5M1,0,test,test,test,test,test
Q9PNU6,0,test,test,test,test,test
Q8E549,0,test,test,test,test,test
Q0IDE8,0,test,test,test,test,test
Q6D1A1,0,test,test,test,test,test
B1JBM5,0,test,test,test,test,test
Q6MAQ1,0,test,test,test,test,test
P30235,0,test,test,test,test,test
Q32EQ3,0,test,test,test,test,test
Q1QEJ4,0,test,test,test,test,test
Q292Q0,0,test,test,test,test,test
P0DO35,0,test,test,test,test,test
A6GY76,0,test,test,test,test,test
Q6LT55,0,test,test,test,test,test
A0Q3K0,0,test,test,test,test,test
B0TQV3,0,test,test,test,test,test
B7N618,0,test,test,test,test,test
O13277,0,test,test,test,test,test
A3CNA8,0,test,test,test,test,test
Q6GIG7,0,test,test,test,test,test
Q96YM5,0,test,test,test,test,test
Q4L5N4,0,test,test,test,test,test
Q4ZVN1,0,test,test,test,test,test
O04854,0,test,test,test,test,test
Q2FF15|A8YY80,0,test,test,test,test,test
Q49WJ5,0,test,test,test,test,test
Q9Y7P2,0,test,test,test,test,test
Q9Z6P6,0,test,test,test,test,test
B9M174,0,test,test,test,test,test
Q4R802,0,test,test,test,test,test
B7JL13,0,test,test,test,test,test
O85987,0,test,test,test,test,test
Q2YUR3,0,test,test,test,test,test
A2BYZ5,0,test,test,test,test,test
Q71ZL9|C1KV98,0,test,test,test,test,test
Q5HS78,0,test,test,test,test,test
B7J5P7,0,test,test,test,test,test
B7JHQ6|Q6HL16|A0RBZ2|C1EN36|Q81ST3|C3L8Q0|C3P5Q9|Q63DJ3,0,test,test,test,test,test
K4N0V2,0,test,test,test,test,test
P27137,0,test,test,test,test,test
A3CPH6,0,test,test,test,test,test
P23525,0,test,test,test,test,test
Q3ZY97,0,test,test,test,test,test
Q08113,0,test,test,test,test,test
C0MCM8|B4U220|C0M9M0,0,test,test,test,test,test
Q1WUC8,0,test,test,test,test,test
Q5AK59,0,test,test,test,test,test
Q08258,0,test,test,test,test,test
Q07PT6,0,test,test,test,test,test
Q8FD17,0,test,test,test,test,test
P31179,0,test,test,test,test,test
Q8TVD9,0,test,test,test,test,test
Q6YNE9,0,test,test,test,test,test
A4X548,0,test,test,test,test,test
B9W8Y2,0,test,test,test,test,test
A5N0Q2|B9E4K8,0,test,test,test,test,test
Q21CY5,0,test,test,test,test,test
C1ATZ5,0,test,test,test,test,test
A7HIF0,0,test,test,test,test,test
Q58EM4,0,test,test,test,test,test
A5F3I4,0,test,test,test,test,test
Q57LN7|Q8Z4T0,0,test,test,test,test,test
B9KZ66,0,test,test,test,test,test
Q1IV36,0,test,test,test,test,test
Q85FG6,0,test,test,test,test,test
Q9JW60,0,test,test,test,test,test
C1L360,0,test,test,test,test,test
Q0STD5,0,test,test,test,test,test
P9WI85|P65725|P9WI84,0,test,test,test,test,test
Q12634,0,test,test,test,test,test
Q1ACM8,0,test,test,test,test,test
D4AMT2,0,test,test,test,test,test
P96079,0,test,test,test,test,test
Q8FTC9,0,test,test,test,test,test
B7MC45|B7NDQ3|Q1R651|A1AGH3,0,test,test,test,test,test
Q5X101,0,test,test,test,test,test
C1DRI2,0,test,test,test,test,test
A9A9N1,0,test,test,test,test,test
D4GW05,0,test,test,test,test,test
A8F8I4,0,test,test,test,test,test
P56104,0,test,test,test,test,test
P77875,0,test,test,test,test,test
Q3J6K9,0,test,test,test,test,test
A8FWJ0,0,test,test,test,test,test
B0RS13,0,test,test,test,test,test
P80901,0,test,test,test,test,test
Q7U3H2,0,test,test,test,test,test
A6T4Y4,0,test,test,test,test,test
Q4L7Y4,0,test,test,test,test,test
A6TFJ4,0,test,test,test,test,test
Q9HTJ2|B7V5R3,0,test,test,test,test,test
A0Q5R0,0,test,test,test,test,test
P74287,0,test,test,test,test,test
A8GFZ8,0,test,test,test,test,test
Q6BXC7,0,test,test,test,test,test
P0CT11|L7IGD3,0,test,test,test,test,test
Q971Z7,0,test,test,test,test,test
P0A1E3|P0A1E4,0,test,test,test,test,test
Q0HVC0,0,test,test,test,test,test
Q13T51,0,test,test,test,test,test
B1ZB59,0,test,test,test,test,test
Q9ZU32,0,test,test,test,test,test
B1JP63|Q1CN99|A9R754|Q1C2C4|A4TR27|Q8ZAN0,0,test,test,test,test,test
Q6CCW0,0,test,test,test,test,test
A9VRN3,0,test,test,test,test,test
A6UT74,0,test,test,test,test,test
A9VXC3,0,test,test,test,test,test
A0PP77,0,test,test,test,test,test
C3MEM8,0,test,test,test,test,test
B0KH03,0,test,test,test,test,test
Q1GGQ1,0,test,test,test,test,test
Q97F61,0,test,test,test,test,test
Q70XV0,0,test,test,test,test,test
A9VJR1,0,test,test,test,test,test
Q7V390,0,test,test,test,test,test
Q32GT0,0,test,test,test,test,test
Q5UX45,0,test,test,test,test,test
A5FWI3,0,test,test,test,test,test
Q5VRH4,0,test,test,test,test,test
P96985,0,test,test,test,test,test
Q2KDT0,0,test,test,test,test,test
P43761,0,test,test,test,test,test
B9JAQ3,0,test,test,test,test,test
Q84KP0,0,test,test,test,test,test
Q9FR37,0,test,test,test,test,test
Q5P7J7,0,test,test,test,test,test
B3STU3,0,test,test,test,test,test
Q9JKJ9,0,test,test,test,test,test
Q7N4X5,0,test,test,test,test,test
Q723Y9,0,test,test,test,test,test
B4U8W9,0,test,test,test,test,test
Q9A0I7,0,test,test,test,test,test
C4XLT6,0,test,test,test,test,test
C5D663,0,test,test,test,test,test
Q8RD88,0,test,test,test,test,test
B6J2Q2,0,test,test,test,test,test
P45093,0,test,test,test,test,test
A1TAA6,0,test,test,test,test,test
Q0BS26,0,test,test,test,test,test
Q6AJ54,0,test,test,test,test,test
A7FKN1|A4TNQ8|Q8ZGX4|Q1C949|Q1CFQ1,0,test,test,test,test,test
A7ICA9,0,test,test,test,test,test
Q2HXL9,0,test,test,test,test,test
O52049,0,test,test,test,test,test
B2VGK1,0,test,test,test,test,test
Q56268,0,test,test,test,test,test
A7MY79,0,test,test,test,test,test
B9DUV7,0,test,test,test,test,test
P59266,0,test,test,test,test,test
Q3KFT0,0,test,test,test,test,test
Q3AUU4,0,test,test,test,test,test
Q2JPE4,0,test,test,test,test,test
C0RIA2,0,test,test,test,test,test
Q165N4,0,test,test,test,test,test
Q3MG53,0,test,test,test,test,test
A1SPV6,0,test,test,test,test,test
P00456,0,test,test,test,test,test
A9BFW1,0,test,test,test,test,test
O02606,0,test,test,test,test,test
Q5SIJ1|Q72IW9,0,test,test,test,test,test
Q54DR1,0,test,test,test,test,test
P40506,0,test,test,test,test,test
Q5SIH5,0,test,test,test,test,test
Q1J545,0,test,test,test,test,test
A0A481NR20,0,test,test,test,test,test
O68252,0,test,test,test,test,test
B0BZ94,0,test,test,test,test,test
O51718,0,test,test,test,test,test
B5EV09,0,test,test,test,test,test
B7IWG6,0,test,test,test,test,test
A8GS48|B0BXL4,0,test,test,test,test,test
Q0TF95,0,test,test,test,test,test
C1DLJ1,0,test,test,test,test,test
P11563,0,test,test,test,test,test
Q5HT15,0,test,test,test,test,test
Q43189,0,test,test,test,test,test
Q5NXQ3,0,test,test,test,test,test
B1XPT1,0,test,test,test,test,test
A2BP65,0,test,test,test,test,test
B0T3X7,0,test,test,test,test,test
A8G1M9,0,test,test,test,test,test
Q8KWS9,0,test,test,test,test,test
Q2P765|Q5H4D1|B2SNH4,0,test,test,test,test,test
C1DLQ8,0,test,test,test,test,test
Q5R6S0,0,test,test,test,test,test
Q82IY8,0,test,test,test,test,test
Q28TR2,0,test,test,test,test,test
Q21XW4,0,test,test,test,test,test
A5WFU9,0,test,test,test,test,test
Q8KDS1,0,test,test,test,test,test
Q82K41,0,test,test,test,test,test
P15332,0,test,test,test,test,test
A7ZGB2,0,test,test,test,test,test
Q6NCY0,0,test,test,test,test,test
O30418,0,test,test,test,test,test
Q318D0,0,test,test,test,test,test
Q5P2P8,0,test,test,test,test,test
P51599,0,test,test,test,test,test
Q0BFR5,0,test,test,test,test,test
B7N5L9,0,test,test,test,test,test
B7I842|B0V4V8,0,test,test,test,test,test
B3EEP4,0,test,test,test,test,test
Q2KYF3,0,test,test,test,test,test
A0KP07,0,test,test,test,test,test
A5D147,0,test,test,test,test,test
Q39R35,0,test,test,test,test,test
A8G9W0,0,test,test,test,test,test
B0TQN4,0,test,test,test,test,test
Q9S847,0,test,test,test,test,test
P36150,0,test,test,test,test,test
A9WXP5|B2SCY9|Q2YIJ9|Q579Q6,0,test,test,test,test,test
Q9A671,0,test,test,test,test,test
Q0KDL6,0,test,test,test,test,test
C3MBA0,0,test,test,test,test,test
Q8IZV5|Q8HZT6,0,test,test,test,test,test
B6ISW6,0,test,test,test,test,test
P76556,0,test,test,test,test,test
Q080C3,0,test,test,test,test,test
Q6AA77,0,test,test,test,test,test
Q9I163,0,test,test,test,test,test
F1NLH9,0,test,test,test,test,test
Q9SIE1,0,test,test,test,test,test
A3N1G7,0,test,test,test,test,test
A5UZT4,0,test,test,test,test,test
B8HUQ3,0,test,test,test,test,test
Q323J3|B7NQH1,0,test,test,test,test,test
Q1CT93,0,test,test,test,test,test
B6J8N7,0,test,test,test,test,test
P58141,0,test,test,test,test,test
B3E9Y3,0,test,test,test,test,test
Q9DCU9,0,test,test,test,test,test
Q6G4C6,0,test,test,test,test,test
B2VJC2,0,test,test,test,test,test
Q8RWM2,0,test,test,test,test,test
P48687,0,test,test,test,test,test
Q3K746,0,test,test,test,test,test
P07691,0,test,test,test,test,test
B0K643,0,test,test,test,test,test
B5Z6Z7,0,test,test,test,test,test
P32809,0,test,test,test,test,test
Q728E5,0,test,test,test,test,test
Q7U4V1,0,test,test,test,test,test
A7ZB70,0,test,test,test,test,test
O94445,0,test,test,test,test,test
Q3AWU1,0,test,test,test,test,test
A0ALE2,0,test,test,test,test,test
Q7MGL2|Q8DDD7,0,test,test,test,test,test
A3D300,0,test,test,test,test,test
B5RDS0,0,test,test,test,test,test
A1SYB5,0,test,test,test,test,test
Q8YVS4,0,test,test,test,test,test
Q4L750,0,test,test,test,test,test
B3PS94,0,test,test,test,test,test
C3N7H5,0,test,test,test,test,test
Q5WEP5,0,test,test,test,test,test
A1SYK5,0,test,test,test,test,test
Q32HJ0,0,test,test,test,test,test
A1R558,0,test,test,test,test,test
H6LC32,0,test,test,test,test,test
Q4A0Q1,0,test,test,test,test,test
Q61176,0,test,test,test,test,test
Q0RDK7,0,test,test,test,test,test
B3H1E1,0,test,test,test,test,test
A3MA25,0,test,test,test,test,test
O94413,0,test,test,test,test,test
C6A2E4,0,test,test,test,test,test
Q87KP1,0,test,test,test,test,test
B6ENU2,0,test,test,test,test,test
Q1RD70|P0A729|P0A730|Q0TIY7|Q3Z330,0,test,test,test,test,test
Q39CQ5,0,test,test,test,test,test
Q13D88,0,test,test,test,test,test
B0K3Q8,0,test,test,test,test,test
Q1LPX7,0,test,test,test,test,test
A9W480,0,test,test,test,test,test
A6QD02,0,test,test,test,test,test
Q28NS0,0,test,test,test,test,test
D4GS06,0,test,test,test,test,test
Q2HJ61,0,test,test,test,test,test
Q2T7H7,0,test,test,test,test,test
Q8DW19,0,test,test,test,test,test
P54242,0,test,test,test,test,test
Q9NPH5,0,test,test,test,test,test
Q39W82,0,test,test,test,test,test
C0R5N4,0,test,test,test,test,test
Q1DA76,0,test,test,test,test,test
B8GF70,0,test,test,test,test,test
P08077,0,test,test,test,test,test
A5FR69,0,test,test,test,test,test
B1J1Y6,0,test,test,test,test,test
Q82DE2,0,test,test,test,test,test
B4T0X1,0,test,test,test,test,test
B1KL36,0,test,test,test,test,test
A3QB39,0,test,test,test,test,test
B0BPC7,0,test,test,test,test,test
Q827Q8,0,test,test,test,test,test
Q6FER7,0,test,test,test,test,test
Q4R6L7,0,test,test,test,test,test
A0A142BX70,0,test,test,test,test,test
Q0HG72,0,test,test,test,test,test
P49894,0,test,test,test,test,test
A0QCB7,0,test,test,test,test,test
Q0BCE2,0,test,test,test,test,test
Q92YD2,0,test,test,test,test,test
Q8Y0X8,0,test,test,test,test,test
Q8KFZ5,0,test,test,test,test,test
A6VIL2,0,test,test,test,test,test
Q8PIM1,0,test,test,test,test,test
P36477,0,test,test,test,test,test
A7Z0J3,0,test,test,test,test,test
Q3YXI1,0,test,test,test,test,test
B7NPV5,0,test,test,test,test,test
A7GFJ3,0,test,test,test,test,test
A6TKR6,0,test,test,test,test,test
Q92A80,0,test,test,test,test,test
Q8VI73,0,test,test,test,test,test
Q0VKZ3,0,test,test,test,test,test
A4QB76,0,test,test,test,test,test
K4CEE8,0,test,test,test,test,test
P60484|P60483,0,test,test,test,test,test
Q31809,0,test,test,test,test,test
B7GFT7,0,test,test,test,test,test
O19133,0,test,test,test,test,test
Q5L6S2,0,test,test,test,test,test
A8GZL8,0,test,test,test,test,test
Q5HVQ1,0,test,test,test,test,test
Q54K99,0,test,test,test,test,test
Q8X612,0,test,test,test,test,test
A3D3G2|B8EAI2|A6WM65,0,test,test,test,test,test
P92407,0,test,test,test,test,test
Q6XZB0,0,test,test,test,test,test
Q9L0L7,0,test,test,test,test,test
Q04HN0,0,test,test,test,test,test
A4QCY9|Q8NRM2,0,test,test,test,test,test
Q31CY6,0,test,test,test,test,test
Q5JED2,0,test,test,test,test,test
O32849,0,test,test,test,test,test
A0AG17,0,test,test,test,test,test
B1JSU6,0,test,test,test,test,test
Q07L39,0,test,test,test,test,test
D8MHV4,0,test,test,test,test,test
Q1E9A1,0,test,test,test,test,test
Q6DEB1,0,test,test,test,test,test
Q5LPQ1,0,test,test,test,test,test
Q9BVQ7,0,test,test,test,test,test
P41390,0,test,test,test,test,test
Q8EWZ9,0,test,test,test,test,test
B2HUI9,0,test,test,test,test,test
Q05372,0,test,test,test,test,test
Q2IWS4,0,test,test,test,test,test
Q6C7B9,0,test,test,test,test,test
C6BXE6,0,test,test,test,test,test
Q8TX67,0,test,test,test,test,test
A6VPM2,0,test,test,test,test,test
Q50HR6,0,test,test,test,test,test
Q8NW61|Q6G8N2,0,test,test,test,test,test
Q9K9W9,0,test,test,test,test,test
Q7ADE6|B5YQ33,0,test,test,test,test,test
Q6AHC2,0,test,test,test,test,test
Q58818,0,test,test,test,test,test
Q8FSD6,0,test,test,test,test,test
B5Z3R0,0,test,test,test,test,test
Q0T0L1,0,test,test,test,test,test
Q8FNZ0,0,test,test,test,test,test
Q94FA6,0,test,test,test,test,test
P24824,0,test,test,test,test,test
Q4X1X0,0,test,test,test,test,test
A2SHM0,0,test,test,test,test,test
Q891S7,0,test,test,test,test,test
Q2U8K6,0,test,test,test,test,test
B1J1M3,0,test,test,test,test,test
P35510,0,test,test,test,test,test
P0C7J2,0,test,test,test,test,test
B9J8D8,0,test,test,test,test,test
A9W6G9,0,test,test,test,test,test
B0TRE7,0,test,test,test,test,test
Q73GG3,0,test,test,test,test,test
A6T332,0,test,test,test,test,test
C3LWD9|A5F0M6|Q9KL72,0,test,test,test,test,test
A1AW35,0,test,test,test,test,test
Q92I05,0,test,test,test,test,test
Q5QHW1,0,test,test,test,test,test
Q9KCR5,0,test,test,test,test,test
A5EXM4,0,test,test,test,test,test
Q43984,0,test,test,test,test,test
Q1H384,0,test,test,test,test,test
C0Z9C7,0,test,test,test,test,test
Q3KJE6,0,test,test,test,test,test
Q3YVW2,0,test,test,test,test,test
Q7VTT6,0,test,test,test,test,test
Q9ZEU8,0,test,test,test,test,test
C3MQL5,0,test,test,test,test,test
A6UN70,0,test,test,test,test,test
P63653|P9WPV8|P9WPV9,0,test,test,test,test,test
